activation,run_id,layer,epoch,stat,value
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.linear1,1,rel_update,0.0011708693069475437
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm2,1,grad_l2,0.0020539582257835935
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm2,1,rel_update,7.870508050838545e-05
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.self_attn,1,grad_l2,0.02409737826490906
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.self_attn,1,rel_update,0.0012199007762951786
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm1,1,grad_l2,0.0025130983701398446
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm1,1,rel_update,7.686239896015239e-05
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear2,1,grad_l2,0.027901021641686997
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear2,1,rel_update,0.0013615343005912218
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear1,1,grad_l2,0.028368005082014446
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear1,1,rel_update,0.0013858323042464258
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm2,1,grad_l2,0.002704104261532062
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm2,1,rel_update,9.911357756756803e-05
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.self_attn,1,grad_l2,0.03227609863189091
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.self_attn,1,rel_update,0.0016311600649660232
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm1,1,grad_l2,0.0034832649155385285
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm1,1,rel_update,9.91524221863765e-05
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear2,1,grad_l2,0.04743900391780498
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear2,1,rel_update,0.0023026341961988896
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear1,1,grad_l2,0.042338571096778924
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear1,1,rel_update,0.002052219572303829
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm2,1,grad_l2,0.005332666257197194
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm2,1,rel_update,0.00017809513089987676
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.self_attn,1,grad_l2,0.08052107649291229
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.self_attn,1,rel_update,0.003992142659531728
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm1,1,grad_l2,0.01493314242303091
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm1,1,rel_update,0.00024273553107640754
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,lm_head,2,grad_l2,0.4797005905622831
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,lm_head,2,rel_update,0.012891617220718734
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,final_norm,2,grad_l2,0.03403337993455373
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,final_norm,2,rel_update,0.0015804300548353978
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.linear2,2,grad_l2,0.023579444952614437
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.linear2,2,rel_update,0.0011477374486701915
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.linear1,2,grad_l2,0.02841541974069297
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.linear1,2,rel_update,0.001380462946583404
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.norm2,2,grad_l2,0.0026638671822668096
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.norm2,2,rel_update,0.00010440761537498622
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.self_attn,2,grad_l2,0.026558056133861967
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.self_attn,2,rel_update,0.0013436416588848037
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.norm1,2,grad_l2,0.0025653009747397147
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.norm1,2,rel_update,8.405097498100351e-05
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.linear2,2,grad_l2,0.024352308200691727
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.linear2,2,rel_update,0.0011854257377972076
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.linear1,2,grad_l2,0.02674433809912049
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.linear1,2,rel_update,0.001300492812289275
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm2,2,grad_l2,0.002293305706672121
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm2,2,rel_update,8.825573914690231e-05
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.self_attn,2,grad_l2,0.02657785684094466
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.self_attn,2,rel_update,0.0013440590879689011
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm1,2,grad_l2,0.002809687152524209
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm1,2,rel_update,8.454028276862204e-05
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear2,2,grad_l2,0.03065818878978453
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear2,2,rel_update,0.0014934055591938737
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear1,2,grad_l2,0.03185781425948388
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear1,2,rel_update,0.001551452040465614
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm2,2,grad_l2,0.002996661345948027
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm2,2,rel_update,0.00011170817442748975
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.self_attn,2,grad_l2,0.03523802575180722
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.self_attn,2,rel_update,0.0017811797445402497
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm1,2,grad_l2,0.003819811783822812
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm1,2,rel_update,0.00010839487260933083
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear2,2,grad_l2,0.05470588414537641
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear2,2,rel_update,0.002641351897528177
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear1,2,grad_l2,0.05128348365492991
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear1,2,rel_update,0.0024708076498320907
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm2,2,grad_l2,0.006423869532421495
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm2,2,rel_update,0.00022225632915745007
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.self_attn,2,grad_l2,0.09873810472169095
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.self_attn,2,rel_update,0.00490341600872285
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm1,2,grad_l2,0.018882901662203654
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm1,2,rel_update,0.000299564109524142
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,lm_head,3,grad_l2,0.4235152612934121
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,lm_head,3,rel_update,0.010058493426254348
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,final_norm,3,grad_l2,0.030827584622205396
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,final_norm,3,rel_update,0.0014216762919803036
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.linear2,3,grad_l2,0.02704653981983249
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.linear2,3,rel_update,0.001312809355755914
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.linear1,3,grad_l2,0.03273834450109162
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.linear1,3,rel_update,0.0015834762595816853
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.norm2,3,grad_l2,0.0034118628821356222
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.norm2,3,rel_update,0.00013296172736171718
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.self_attn,3,grad_l2,0.03093611523591997
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.self_attn,3,rel_update,0.0015614898461334724
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.norm1,3,grad_l2,0.0030119490632483682
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.norm1,3,rel_update,0.00010264315769576828
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.linear2,3,grad_l2,0.026707988219804593
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.linear2,3,rel_update,0.0012969570344661902
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.linear1,3,grad_l2,0.029436092006341733
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.linear1,3,rel_update,0.0014257473258312398
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm2,3,grad_l2,0.002503287272260334
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm2,3,rel_update,9.644248927147412e-05
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.self_attn,3,grad_l2,0.030411908942685938
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.self_attn,3,rel_update,0.001536008886155462
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm1,3,grad_l2,0.003190813863050696
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm1,3,rel_update,9.770454763856735e-05
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear2,3,grad_l2,0.03308531783312646
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear2,3,rel_update,0.001609355626758218
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear1,3,grad_l2,0.03505744806599459
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear1,3,rel_update,0.0017032330223535964
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm2,3,grad_l2,0.0032241376660885747
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm2,3,rel_update,0.00012136506301619609
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.self_attn,3,grad_l2,0.03876548217759657
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.self_attn,3,rel_update,0.0019590964992321435
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm1,3,grad_l2,0.004192718015415598
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm1,3,rel_update,0.00012031747447450639
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear2,3,grad_l2,0.061450213702343326
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear2,3,rel_update,0.0029529495462926715
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear1,3,grad_l2,0.059270521907460454
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear1,3,rel_update,0.0028406277984746116
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm2,3,grad_l2,0.007273419299354187
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm2,3,rel_update,0.0002569676532500817
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.self_attn,3,grad_l2,0.11388057508091982
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.self_attn,3,rel_update,0.005640080201241943
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm1,3,grad_l2,0.02169871990697514
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm1,3,rel_update,0.0003478639000700139
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,lm_head,4,grad_l2,0.39023613767479665
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,lm_head,4,rel_update,0.008331274588974938
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,final_norm,4,grad_l2,0.029025042506327054
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,final_norm,4,rel_update,0.0013273258899632
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.linear2,4,grad_l2,0.02994855138556451
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.linear2,4,rel_update,0.0014508302525268935
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.linear1,4,grad_l2,0.036261340887453405
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.linear1,4,rel_update,0.0017478919268879155
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.norm2,4,grad_l2,0.003979313857469766
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.norm2,4,rel_update,0.00015598261562698189
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.self_attn,4,grad_l2,0.03544997277568834
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.self_attn,4,rel_update,0.001784728699374872
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.norm1,4,grad_l2,0.003476756991959896
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.norm1,4,rel_update,0.00012337244635968019
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.linear2,4,grad_l2,0.02886002938767679
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.linear2,4,rel_update,0.0013985587899248472
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.linear1,4,grad_l2,0.032002781244174286
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.linear1,4,rel_update,0.0015445654582525758
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm2,4,grad_l2,0.0026684376131716793
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm2,4,rel_update,0.000103545410088692
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.self_attn,4,grad_l2,0.03457861539859397
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.self_attn,4,rel_update,0.0017440644043733686
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm1,4,grad_l2,0.003572061108133256
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.norm1,4,rel_update,0.00011244244533383004
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear2,4,grad_l2,0.035237103286191986
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear2,4,rel_update,0.0017121941996770698
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear1,4,grad_l2,0.037972934061041505
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.linear1,4,rel_update,0.0018413884109805578
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm2,4,grad_l2,0.0034019863547602525
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm2,4,rel_update,0.0001294618603911404
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.self_attn,4,grad_l2,0.04236678847694527
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.self_attn,4,rel_update,0.0021405374008964927
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm1,4,grad_l2,0.004561952661952247
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.norm1,4,rel_update,0.00013317295994464724
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear2,4,grad_l2,0.06746658269745195
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear2,4,rel_update,0.0032300899062063567
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear1,4,grad_l2,0.06650150180119742
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.linear1,4,rel_update,0.0031743374569929788
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm2,4,grad_l2,0.007955854883870858
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm2,4,rel_update,0.0002856187932489417
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.self_attn,4,grad_l2,0.12717924003182215
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.self_attn,4,rel_update,0.006268526319450972
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm1,4,grad_l2,0.02387289046653476
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.norm1,4,rel_update,0.00039044771288967376
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,lm_head,5,grad_l2,0.36830897182933237
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,lm_head,5,rel_update,0.0071670555067476745
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,final_norm,5,grad_l2,0.027893490629697086
