run_id,task,activation,seed,completed,best_val_top1,best_val_top1_epoch,best_val_f1,best_val_f1_epoch,train_loss_epoch,val_loss,val_top1,val_f1,throughput_tokens_per_sec,peak_gpu_mem_mb
ba050ed3-adeb-4e25-92af-5850a7bc33ef,cls,relu,4,True,0.922631561756134,3,0.9222631454467772,3,0.1490103751420974,0.3180164992809295,0.9207894802093506,0.9203797578811646,552167.3125,187.27474975585935
792ff954-6323-4e17-9172-af587c5d0395,cls,relu,0,True,0.9217105507850648,3,0.9213374853134156,3,0.1455786526203155,0.3269920945167541,0.9211841821670532,0.9208009839057922,598786.4375,187.27474975585935
c38b9f67-3283-4fc6-b5a5-335cb6b281ad,cls,relu,1,True,0.9175000190734864,2,0.9170786738395692,2,0.1501687169075012,0.3476911783218384,0.9147368669509888,0.9142224788665771,655700.5625,187.27474975585935
4f515838-3fe3-4eef-8cb6-a84bf74d76e4,cls,relu,5,True,0.9205263257026672,2,0.9202262163162231,2,0.1484443545341491,0.337544322013855,0.9185526371002196,0.9181023836135864,668280.5,187.27474975585935
3e7fad92-4f45-4f0d-9afc-2941cc3e023e,cls,relu,6,True,0.9171052575111388,2,0.9166521430015564,2,0.1523278355598449,0.3550372421741485,0.9113157987594604,0.9108246564865112,638357.6875,187.27474975585935
7b4190d8-b5df-4917-bc66-18110fab7f6c,cls,relu,7,True,0.9232894778251648,2,0.9229123592376708,2,0.1464646756649017,0.3203124403953552,0.9194737076759338,0.9190303683280944,636258.6875,187.27474975585935
5415e385-1535-476c-892a-6b4a260cdb58,cls,gelu,1,True,0.9201315641403198,2,0.9197849035263062,2,0.149914875626564,0.3188187181949615,0.9176315665245056,0.9171665906906128,622860.625,187.26963806152344
6f02e9ad-d596-4eb1-9e19-443e9690da44,cls,gelu,0,True,0.9205263257026672,4,0.92018061876297,4,0.1458738893270492,0.3123224973678589,0.9205263257026672,0.92018061876297,638476.6875,187.26963806152344
d6f5197a-05a5-486e-9296-8deb84ccc57d,cls,gelu,5,True,0.923552632331848,2,0.9233118295669556,2,0.1493632793426513,0.3120208382606506,0.9213157892227172,0.9209029078483582,646153.1875,187.26963806152344
4a907c8c-3ba6-4a01-80ad-a54e0675f731,cls,gelu,3,True,0.9223684072494508,3,0.9220242500305176,3,0.1459481865167617,0.3192762732505798,0.921842098236084,0.9214684963226318,627699.1875,187.26963806152344
92760cfe-dbfc-4d09-9604-3d30528ae90f,cls,gelu,6,True,0.9193421006202698,2,0.9189140796661376,2,0.1531465053558349,0.3282355964183807,0.9144737124443054,0.91404390335083,643235.375,187.26963806152344
b981fb70-2ece-47a1-821b-e66fc141aab0,cls,gelu,4,True,0.923552632331848,3,0.923211932182312,3,0.1497986912727356,0.2997618913650512,0.921973705291748,0.921584129333496,555770.125,187.26963806152344
15134e1b-e898-452f-b155-b4d0cfb428b0,cls,gelu,7,True,0.9230263233184814,2,0.922634482383728,2,0.1490950733423233,0.3046797215938568,0.9214473962783812,0.9210525155067444,639130.125,187.26963806152344
a1c6c234-2a26-49fb-b6f5-f2ff252014f5,cls,gelu,2,True,0.9239473938941956,2,0.9236838817596436,2,0.1459561139345169,0.3123931288719177,0.9222368597984314,0.921940267086029,610386.0625,187.26963806152344
d878fdd0-64ba-46c0-b90b-f1042994774f,cls,silu,7,True,0.9217105507850648,3,0.9213660955429076,3,0.1591135859489441,0.2941417396068573,0.9203947186470032,0.9200266599655152,579790.625,187.26963806152344
b8aac140-d9f4-4138-b043-f856d894d164,cls,silu,1,True,0.9188157916069032,2,0.9184861183166504,2,0.1578592658042907,0.3163115084171295,0.9167105555534364,0.9162552952766418,644884.5,187.26963806152344
630f2a24-ac01-4f97-b4be-8ae19b718e4a,cls,silu,4,True,0.9228947162628174,3,0.9225701093673706,3,0.1566093266010284,0.2977423071861267,0.9215789437294006,0.9212007522583008,667491.8125,187.26963806152344
a5cd5b79-f846-49fa-960b-dbea1f648aaa,cls,silu,0,True,0.9205263257026672,3,0.9201446771621704,3,0.1551717966794967,0.3063141405582428,0.9194737076759338,0.9190807342529296,637296.625,187.26963806152344
59327ef1-09c7-4719-8434-bac6b90cabaa,cls,silu,2,True,0.9222368597984314,2,0.9219432473182678,2,0.1563173979520797,0.3104115426540375,0.9203947186470032,0.9200680255889891,548065.0,187.26963806152344
eb493763-e847-40e1-91bd-41070bdf7bb0,cls,silu,3,True,0.9206578731536864,3,0.920335054397583,3,0.1541804373264312,0.3076880872249603,0.9206578731536864,0.9202861785888672,624513.5625,187.26963806152344
03301804-add5-4541-927a-b028ef85ff85,cls,silu,5,True,0.9225000143051147,2,0.9222885370254515,2,0.1562537550926208,0.3057311773300171,0.9203947186470032,0.919999361038208,596028.8125,187.26963806152344
b5ae245a-3e24-4c6e-9353-c609433fd8bc,cls,silu,6,True,0.918684184551239,2,0.9182322025299072,2,0.1614810079336166,0.3189966976642608,0.9157894849777222,0.915402889251709,633808.5,187.26963806152344
53cfa4bd-edac-4bce-9efd-3ff945cab517,cls,swiglu,5,True,0.9252631664276124,3,0.9250365495681764,3,0.1195374205708503,0.3135815560817718,0.9239473938941956,0.923648238182068,654565.8125,192.1413116455078
3b036d2d-fdf9-4394-ac22-1151b5cd5d35,cls,swiglu,3,True,0.9247368574142456,2,0.9244494438171388,2,0.1248093247413635,0.299612820148468,0.9246052503585817,0.924346923828125,651037.8125,192.1413116455078
68abaf42-c010-40b5-aacf-648e69c6b17f,cls,swiglu,1,True,0.9256578683853148,4,0.9253986477851868,4,0.1229006722569465,0.3032458126544952,0.9256578683853148,0.9253986477851868,667559.9375,192.1413116455078
c9ffe023-a6f0-4310-b572-76c9badcbe38,cls,swiglu,6,True,0.9242105484008788,1,0.9240150451660156,1,0.1170961111783981,0.3160414397716522,0.9232894778251648,0.9229092597961426,617054.5,192.1413116455078
58a08999-16b8-4eaf-85cb-68acec8738c0,cls,swiglu,7,True,0.9260526299476624,2,0.9257804155349731,2,0.1164658516645431,0.301695853471756,0.9240789413452148,0.9238188862800598,608319.125,192.1413116455078
77acd764-741d-4945-afa2-56dca43013c8,cls,swiglu,2,True,0.9228947162628174,2,0.922559380531311,2,0.1187945455312728,0.3145836889743805,0.9221052527427672,0.9218056797981262,635492.375,192.1413116455078
173c1618-c76e-4b10-9d89-3675bd56ca33,cls,swiglu,4,True,0.9244737029075624,3,0.9242783784866332,3,0.1181541606783866,0.3186292052268982,0.9238157868385316,0.9235209822654724,616251.4375,192.1413116455078
44d6291d-43d5-49f2-8981-aaa5c39d0aea,cls,swiglu,0,True,0.9239473938941956,4,0.923669457435608,4,0.1213544458150863,0.3150911629199981,0.9239473938941956,0.923669457435608,624009.0625,192.1413116455078
163a4b55-ad48-4ec0-a84b-a86366f0e114,cls,tanh,2,True,0.9197368621826172,4,0.9193963408470154,4,0.17073854804039,0.2957781553268432,0.9197368621826172,0.9193963408470154,592664.4375,187.2798767089844
2d22f50b-7299-4f36-bcf9-9a47f8280bd9,cls,tanh,5,True,0.9197368621826172,2,0.9194984436035156,2,0.1651308387517929,0.3041390776634216,0.9177631735801696,0.9173567295074464,637151.1875,187.2798767089844
37a07867-6473-4e31-9a2a-9c1e45b32b9e,cls,tanh,3,True,0.9193421006202698,3,0.9190096855163574,3,0.1665936410427093,0.3085151314735412,0.9181578755378724,0.9177243709564208,578085.5625,187.2798767089844
9fd643ad-4322-41a4-866c-a558fe678314,cls,tanh,6,True,0.9188157916069032,4,0.918465256690979,4,0.1701100170612335,0.3063025176525116,0.9188157916069032,0.918465256690979,608475.1875,187.2798767089844
5414c570-ccbb-4238-af66-fcaae6eb117a,cls,tanh,0,True,0.9165789484977722,4,0.9161679148674012,4,0.1642715781927108,0.3157311975955963,0.9165789484977722,0.9161679148674012,584804.0625,187.2798767089844
ac90d20c-085f-4d18-a070-d2b2d93337b5,cls,tanh,1,True,0.9194737076759338,2,0.9191188216209412,2,0.1673701852560043,0.3003535866737366,0.9176315665245056,0.9172290563583374,570754.25,187.2798767089844
3c003cdb-1c93-436f-afcf-198f534ea862,cls,tanh,7,True,0.9215789437294006,2,0.9211996793746948,2,0.1682424545288086,0.2839753627777099,0.9200000166893004,0.9196850061416626,625259.1875,187.2798767089844
da3871df-cf0a-429a-aa65-bbc2a9c7a4e2,cls,tanh,4,True,0.9189473390579224,3,0.9186334609985352,3,0.1682639122009277,0.3049724400043487,0.9185526371002196,0.9182188510894777,568526.125,187.2798767089844
